sample_id,image_name,engagement,behavior,short_text,detailed_text,attention_score,engagement_score,keywords,text_length
aad22ce0-fdbc-4667-a702-2f66c36de296,0477.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.55,0.31,"learning, focus",3
5aed55eb-8db8-4ca6-b26d-e20edb280464,0478.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.97,0.39,"attention, fatigue",3
954b4c50-7da0-4c17-bf8a-248fa5992d85,0479.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.37,0.93,"attention, focus",3
3acedd75-f9cb-44d4-bc3d-c4002638fbaf,0480.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.72,0.68,"attention, fatigue",3
cf676f52-50a2-4f20-ab28-d621703bdba3,0481.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.66,0.51,"learning, fatigue",3
4f0b6e35-caee-4a20-b4ca-c0777be9996f,0482.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.46,0.8,"focus, learning",3
14aecfff-1721-4edd-bd31-6b9c0fe2f4d0,0483.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.93,0.47,"attention, fatigue",3
b67e03e0-665c-4604-acf4-0664b63d4428,0484.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.69,0.46,"attention, fatigue",3
a62f3b01-4ee0-48d7-8126-1e0af54b1ff0,0485.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.5,0.5,"fatigue, attention",3
d69e593d-85f9-4651-bd04-a9f4ffb9c19b,0486.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.86,0.59,"fatigue, learning",3
a77c7cfc-4a5e-44d5-8d2d-dec5629de7c2,0487.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.99,0.98,"focus, learning",3
94efe2e4-2688-4880-ae04-df049f77bd89,0488.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.93,0.4,"attention, fatigue",3
9f6bdcf0-714a-4466-b54c-c1f7d9105c14,0489.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.52,0.84,"focus, fatigue",3
dc3339da-deb9-4f7a-9c1e-0ba55843782c,0490.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.6,0.38,"attention, learning",3
ccf3b9c3-6b9d-44a2-9a51-f2c145f32188,0491.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.76,0.39,"focus, learning",3
3ec9fca1-5d63-4844-9850-21e12195db2b,0492.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.87,0.61,"learning, fatigue",3
f5d69a55-da86-491e-a22f-a6ca32fe00bb,0493.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.49,0.51,"fatigue, focus",3
45851590-73d6-4261-ad35-b28e23711ce9,0494.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.51,0.95,"learning, focus",3
1f44aa86-be12-4317-9659-9505ad4ba9c6,0495.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.71,0.82,"fatigue, focus",3
7530b2d8-a4b9-4f06-afcb-1e3059b47448,0496.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.6,0.38,"fatigue, focus",3
91829638-e196-450c-b052-4b17ddae8f0c,0497.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.33,0.86,"learning, fatigue",3
c0956f42-3703-4b5c-b3fa-50e2efd84cd6,0498.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.72,0.87,"fatigue, learning",3
acc4f8a0-4131-4f4e-a338-cc4711176da9,0499.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.33,0.4,"learning, fatigue",3
417549e4-8171-44d0-ba66-d0874494e332,0500.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.54,1.0,"attention, focus",3
558e02f6-3d4c-4ba4-96cd-9d864543e573,0018.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.77,0.92,"fatigue, focus",2
a10b18a5-3cd4-42d9-8cb4-8980b244df7f,0019.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.84,0.55,"attention, fatigue",2
efa9b36a-aeab-495c-9d37-8402cb51e37a,0020.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.93,0.43,"learning, focus",2
1316354d-5903-4e9d-860d-e0c18ff4faa6,0021.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.99,0.95,"attention, fatigue",3
e8596cd7-836e-4c5f-8123-8e1b3945ff93,0022.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.98,0.39,"attention, learning",3
5374925f-b3e8-4a24-b567-b27851de96ca,0023.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.52,0.82,"fatigue, learning",2
10761005-f9ac-4d3b-a7f6-5b9ca15fb1a3,0024.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.84,0.79,"fatigue, focus",3
673275b0-29f0-48d0-a593-20f109447bb3,0025.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.75,0.78,"attention, focus",3
58683ddb-90e5-4cd2-a660-b9ed037bceee,0026.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.86,0.87,"attention, learning",3
cc7f07c0-fd8e-4cdb-a71e-25fbf1ec1e26,0027.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.88,0.81,"fatigue, attention",2
3ebe14c3-52dd-48c8-a2dc-fbd56b74f247,0028.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.54,0.71,"fatigue, attention",3
14953f97-f68c-498b-8e1e-1f47ec7e2888,0029.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.98,0.42,"focus, learning",3
f8bb5885-48e9-4130-8cd6-5c1acccb5757,0030.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.73,0.3,"focus, attention",2
8e71bc43-57bb-4db1-aeda-cd0729e17fae,0031.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.89,0.69,"learning, fatigue",3
1e77aed9-6a45-4f74-b663-1b146422f01d,0032.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.41,0.97,"attention, learning",2
dc8bbc21-1888-4302-9524-d7c415168700,0033.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.96,0.75,"learning, focus",2
dbb1b5ed-4a31-42aa-a900-aef4134688b5,0034.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.4,0.5,"learning, focus",3
41847561-2d29-4914-a09e-0b9d551a0cbe,0035.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.88,0.5,"fatigue, learning",3
226e4440-2441-4b23-a4c5-6c6a9f4bbf8c,0036.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.94,0.67,"learning, fatigue",3
a3e8b459-104f-4f78-b747-4ac103b30db7,0037.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.97,0.79,"fatigue, learning",2
5536047b-f038-4557-9d04-3edea8071f97,0057.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.73,0.6,"focus, fatigue",3
dad29bac-9509-4d37-b078-9d679d74fac5,0058.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.57,0.94,"focus, fatigue",3
61d32174-55d0-468c-b295-f887421d2784,0059.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.54,0.39,"focus, fatigue",3
86f70a41-2123-402f-b9cf-24a03644d5ce,0063.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.66,0.98,"focus, learning",3
023856ef-df72-49ef-9c5d-d6dbd37e3d3d,0064.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.59,0.37,"learning, focus",2
fb0ffbe3-6a3e-4950-868a-a38dc1276546,0065.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.78,0.48,"fatigue, attention",2
a1848096-991d-4d06-835f-7f5b184b7118,0066.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.89,0.43,"fatigue, attention",2
17e0c287-80fc-47fc-93ce-63904b25fb96,0067.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.45,0.76,"fatigue, focus",2
3a0e35b7-f6ab-4419-a766-285207ed5ddc,0068.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.98,0.73,"focus, learning",3
ffa124ab-a3a7-4dad-acd5-e1de5f89f012,0069.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.72,0.41,"fatigue, learning",2
697db2a9-4a31-4144-8da2-7a6ea48507e0,0070.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.94,0.37,"fatigue, learning",2
a6139b09-b213-4cd4-892e-12c71827124b,0071.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.92,0.64,"focus, learning",2
6ca1abf7-46bf-4f6a-a4ba-882217c7697d,0072.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.83,0.55,"learning, fatigue",3
6b916ee2-1dce-4d38-9216-a0eaa5ac6577,0073.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.74,0.97,"learning, attention",2
c43431c1-6c2f-4855-ac56-7eeb9fd745b0,0074.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.94,0.48,"learning, fatigue",2
b1e6afdb-b7a3-4e9d-a800-456d4613a297,0075.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.71,0.53,"fatigue, learning",3
fd27f8b2-ae5d-45a3-925d-a70a69719ae6,0076.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.67,0.72,"fatigue, learning",3
66315a0c-b487-4888-b763-8c23e6ef9427,0077.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.32,0.44,"fatigue, learning",3
b5048cbf-7875-4a95-9ce0-3546892a5bca,0078.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.65,0.5,"attention, learning",2
b37b2022-a195-42fc-aac2-5adbaa9331e8,0079.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.54,0.86,"attention, fatigue",3
c30317c7-fe1e-44c8-9b31-783e23994663,0080.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.31,0.75,"learning, attention",3
f8448cde-94d5-44f8-afeb-fb3bf0e8468d,0081.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.44,0.41,"focus, attention",2
3c7dd928-d29d-4bbd-b659-edb010ae9188,0082.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.71,0.35,"learning, fatigue",2
ee1b3c17-4f93-4951-8326-2b84a5c3b99d,0083.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.75,0.34,"attention, fatigue",2
a50a085a-997c-49a8-8bad-88ebe6330528,0084.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.82,0.85,"attention, learning",2
bc3d492d-e483-4418-be5c-1fbf5537a337,0085.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.58,0.74,"focus, learning",3
ca21f95d-54c2-43cd-a468-c87237189cdd,0086.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.62,0.39,"focus, fatigue",2
f1eb5338-2dcb-434e-8e99-3e00bccd7a22,0087.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.63,0.36,"learning, fatigue",3
1121c217-a665-4de7-a111-694736cfe749,0088.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.35,0.77,"learning, fatigue",3
33e5c9db-ed34-40f8-bc14-d1967889a572,0089.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.72,0.63,"fatigue, learning",3
7c3b0823-b4ef-45bf-89a9-b7019d4a2562,0090.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.96,0.68,"learning, attention",3
cd85a23e-10ce-4197-b54d-d94581180013,0091.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.79,0.51,"attention, focus",2
655f814f-962c-4959-9e70-0919ff90590c,0092.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.84,0.77,"focus, attention",2
b1fe59b3-e8c2-4427-95c3-59e4a10304a4,0093.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.55,0.94,"attention, focus",3
631e78e8-401d-4d8f-804a-0de8d31ae91d,0094.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.44,0.54,"focus, fatigue",3
aa11b9cb-f280-4fca-a8bf-96076bd49d8e,0095.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.69,0.95,"focus, attention",2
e73a4efe-5e87-4990-a9b0-49c6c8311e57,0096.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.37,0.53,"learning, fatigue",3
b9ed6783-153e-40e4-a247-9481f783f15e,0097.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.88,0.81,"focus, learning",2
c2b7b2f1-5ed3-4394-9604-0ee2d0416944,0098.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.3,0.5,"focus, fatigue",3
5a07f379-029d-4cb2-9c6b-68433facb7ce,0099.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.77,0.68,"learning, attention",2
2b5750b3-fefa-47fc-a9dd-a2e0e240b6d4,0100.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.35,0.66,"fatigue, attention",2
c86c80e7-ae6f-48bd-806a-d54087db4073,0101.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.73,0.58,"fatigue, focus",2
31f8abeb-8369-4410-891a-6c9c7b82a0f9,0102.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.44,1.0,"fatigue, focus",2
55c6bf1e-36d2-4545-bd3b-e1bad4454863,0103.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.43,0.56,"attention, focus",2
0b348020-e6b4-4fe1-a938-1b7718aa6ce8,0106.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.42,0.41,"fatigue, learning",3
a582b950-1f74-4052-b5f9-5e811f4fe020,0107.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.51,0.43,"learning, focus",3
a6d09481-9b50-4539-8d9b-0bd895b0560f,0123.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.69,0.58,"fatigue, focus",3
5bdf1bd9-1c52-406e-82e5-d008bc447e4f,0125.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.57,0.31,"attention, fatigue",3
2f67ce38-8434-4f11-b053-363aca56783a,0132.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.97,0.97,"learning, focus",3
da56bfd6-7832-447d-9cac-96a0d1c62ac0,0133.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.98,0.58,"attention, learning",2
84a0dd22-4566-44f6-8d55-c503ccab7311,0134.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.98,0.53,"attention, learning",3
2f6757a8-3801-4ac7-a764-0a98cd629b2f,0135.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.36,0.32,"focus, fatigue",2
0cba5ea3-4e51-4b05-aa86-8c501a639534,0136.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.75,0.4,"focus, fatigue",3
2c5dc982-fb2b-43e4-8845-c71ec935f6e7,0137.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.74,0.67,"fatigue, learning",3
2763ee81-fc44-446e-a2c8-5c6d048a75cd,0138.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.86,0.91,"learning, fatigue",3
3a82f272-beee-4bc5-96bf-660b14b1c633,0139.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.9,0.47,"fatigue, focus",3
dd7cfd32-a01b-464b-925b-e5e65da55929,0140.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.46,0.65,"fatigue, learning",2
d2f8b94c-3cc1-48dd-ad05-c82860ee558e,0141.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.94,0.6,"attention, focus",2
4230e931-4e2c-4e7b-a04b-29a65a924d5b,0142.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.46,0.6,"fatigue, learning",3
6e11da73-70aa-42ea-8540-2d736989eb53,0143.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.79,0.3,"learning, focus",2
2f7fe143-bc16-4065-bf01-0c1819f17d80,0144.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.77,0.76,"learning, fatigue",2
74025ea8-2afa-4a04-b044-9a1afb99398d,0145.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.42,0.82,"learning, attention",2
51c7e279-6a6c-45df-888f-cae105b059cb,0146.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.66,0.94,"focus, learning",3
9f1b284c-fc28-4220-885e-5b3469582b9b,0147.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.34,0.87,"fatigue, attention",3
d17dceb1-aca8-4a06-a90c-75e47836d145,0148.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.3,0.54,"learning, focus",3
d23a53a0-65cd-4add-b4b3-3ba30d94730b,0149.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.82,0.39,"fatigue, learning",2
5c250a7a-7235-4cc7-87b1-cbf314510db5,0150.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.45,0.96,"focus, attention",2
bce50aca-1c62-4701-abf0-75546eed2fd2,0151.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.62,0.33,"learning, focus",3
b3014308-9a9f-4a44-a333-ecb2b596bf7b,0152.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.52,0.78,"learning, focus",3
094dd3b4-eb09-4e91-b690-d557e7867298,0153.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.72,0.64,"focus, learning",3
4ff962ee-f18a-4135-b1d8-7cf3ed099825,0154.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.39,0.77,"attention, fatigue",3
956949e3-b03b-40de-83ee-d7cef09d5bb2,0155.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.39,0.36,"attention, focus",3
4ad95d58-709e-4043-b5dd-7faecda952cf,0156.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.76,0.53,"learning, focus",3
f1a4d4c9-a8d2-46dc-b26a-7331248141ed,0157.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.53,0.96,"learning, attention",2
064142ff-3fc9-48a5-b6e8-d9fd11c95878,0158.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.65,0.6,"focus, fatigue",2
6cd6e289-f7a5-479c-884d-d84aed69a7c8,0159.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.45,0.92,"focus, learning",2
bc62ffe8-2d78-4ed1-b53c-5110333804aa,0160.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.48,0.59,"focus, learning",2
c19214e1-2e4d-434c-99f6-58331fa8848f,0161.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.33,0.43,"focus, attention",3
4cb22664-6fac-4ddf-b255-ad13d990e7cc,0162.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.38,0.67,"attention, fatigue",2
c71650f0-b6e0-4fca-84bb-b9dd5982222e,0163.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.34,0.32,"learning, fatigue",2
fc8d4574-5d27-45ce-874e-9d1059c8caf2,0164.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.36,0.76,"fatigue, attention",3
8b5236a4-e7a6-40d0-867e-87f1c06e99ce,0165.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.87,0.43,"learning, fatigue",3
93b90e36-df86-4740-98ca-134e3777bc4b,0166.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.94,0.34,"fatigue, focus",3
0db2229e-a088-4709-9aa9-0f2c52ae756d,0167.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.83,0.95,"fatigue, attention",3
3f0dac12-5ea2-427e-ba0a-e9e84a4b551a,0168.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.65,0.97,"fatigue, attention",3
fe1190f3-66ac-40e1-94ae-332c9f8463ef,0169.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.91,0.36,"attention, focus",3
40926df9-b2b7-4d52-b012-47fbe7c8c915,0170.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.36,0.67,"attention, fatigue",3
d81efd5d-920c-4f92-ba9c-e4407ba19492,0171.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.35,0.8,"learning, fatigue",3
b04ffc4a-d8c8-4fb9-bda0-62c6734efa0b,0172.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.75,0.68,"attention, focus",3
bf5080ac-5ca2-4150-ba34-33c4a0d3966e,0173.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.42,0.97,"attention, fatigue",2
5308ded5-d472-4364-aa0b-5195bb11912d,0174.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.79,0.77,"focus, fatigue",2
08c84e67-0a5e-4d8e-9465-a882bf1b5a54,0175.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.44,0.35,"attention, focus",2
c1cac676-e459-450c-8063-29747e2945d8,0176.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.33,0.86,"learning, attention",3
81fc964f-0207-48cf-a7e7-7a773e06449b,0177.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.47,0.73,"attention, fatigue",2
16fbf76d-9aa9-4c5c-ac19-30c82d70c931,0178.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.34,0.36,"fatigue, attention",2
317d68ee-761f-4b37-97fa-16cb2e18697b,0179.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.42,0.76,"focus, fatigue",2
9916796d-cbd0-4157-ae8c-ad1d7a500c61,0180.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.69,0.7,"focus, attention",3
66d022a8-7117-4050-a47d-3cbaa54ce511,0181.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.94,0.75,"attention, fatigue",3
775dd5ed-68bc-49bc-a308-e540e4c7b46c,0182.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.79,0.78,"focus, learning",2
2a82cadc-b902-48c6-bd55-084e79bfa787,0183.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.44,0.9,"learning, focus",2
1c41964b-7df7-49c2-b0cc-c5dac8932355,0184.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.86,0.43,"learning, fatigue",2
18a4bf79-f5b2-4aad-bd9a-13b6742c53c2,0185.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.69,0.94,"learning, focus",3
d6710975-0264-46b6-b3a4-15fac02176d8,0186.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.32,0.79,"focus, fatigue",3
3572dcec-b94e-4cdd-b4d0-a04396a904fa,0187.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.47,0.84,"focus, fatigue",3
f75a9bf8-43a8-4dc9-a22d-78b6e05fb5e7,0188.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.5,0.35,"fatigue, learning",2
072bb9a7-0555-48b2-a538-596e6f22ea12,0189.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.36,0.82,"learning, focus",3
bf424b14-6727-4c11-94ef-b4202a3e6ba4,0190.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.91,0.4,"focus, learning",3
ce7278b9-b4ff-4caf-9939-c476661bf590,0191.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.7,0.97,"focus, attention",2
e71f09fc-314b-447a-a183-c028b14f7fbd,0192.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.87,0.55,"focus, attention",2
b57ca843-e6ac-44ca-8aa3-518a9f93e5df,0193.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.67,0.59,"attention, fatigue",3
4ac06393-806c-4c9a-83ea-21a5071f47ef,0194.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.38,0.67,"focus, fatigue",2
820b5201-ef24-4277-aa6f-d2be9331df3f,0195.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.78,0.69,"attention, fatigue",2
300056a7-bbf7-4a17-914f-44ed4cb97c2a,0196.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.41,0.75,"focus, attention",2
de0f42f6-c0a6-49d5-8aa6-cf86527a4f4c,0197.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.93,0.57,"learning, focus",3
83d566d6-b54a-47ac-9d1d-11e05e23359f,0198.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.46,0.78,"fatigue, focus",2
0da93e0c-4cff-4320-94d0-16f51646d80d,0199.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.33,0.47,"focus, fatigue",3
80ab5797-f0f7-4e1b-b085-e2cbba4387ad,0200.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.83,0.89,"focus, attention",3
a9deecc7-a748-46df-9f93-0073d3ecd4a8,0201.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.45,0.47,"focus, learning",3
9c4daa5e-9d3a-4a36-b57a-744674676397,0202.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.46,0.74,"focus, fatigue",2
