sample_id,image_name,engagement,behavior,age,gender,device,attention_score,session_duration
0af90587-813f-433b-88f5-7d777c641bfc,0120.jpg,Not Engaged,Bored,21,Male,Mobile,0.83,112
355d8128-4817-47f0-9d3b-5e8bc537085c,0121.jpg,Not Engaged,Bored,23,Female,Mobile,0.83,79
aecd3574-cb66-40b5-8bee-0223b1914016,0122.jpg,Not Engaged,Bored,20,Male,Tablet,0.98,42
85614811-1db0-4699-883e-f73b04f2b622,0123.jpg,Not Engaged,Bored,22,Male,Tablet,0.92,20
98fdb2f8-ebf3-4b5e-a762-eb4e069aed46,0124.jpg,Not Engaged,Bored,18,Female,Mobile,0.6,96
f1b8d232-ed00-4922-b484-02a90a08044b,0125.jpg,Not Engaged,Bored,20,Male,Tablet,0.69,87
dd7d0958-46da-41d9-a412-be2f37ed7f76,0126.jpg,Not Engaged,Bored,19,Female,Mobile,0.62,43
6a2bb724-2672-45b0-ac61-2a340890d879,0127.jpg,Not Engaged,Bored,19,Male,Mobile,0.71,54
263aaec0-1549-4a7c-8f38-cd0caeeb6d5c,0128.jpg,Not Engaged,Bored,18,Female,Tablet,0.6,31
9b49a52d-cad3-471e-9a6d-f8868dd41b1d,0129.jpg,Not Engaged,Bored,25,Male,Tablet,0.58,77
81d69ef1-05a8-4afd-b6eb-e0374de4cdcb,0130.jpg,Not Engaged,Bored,25,Male,Laptop,0.75,110
936fd6cf-12cd-4419-a173-42067f0753ee,0131.jpg,Not Engaged,Bored,20,Male,Laptop,0.64,97
5137fbab-0216-4bf5-84b4-5748d6b7512d,0132.jpg,Not Engaged,Bored,22,Female,Laptop,0.36,68
2bbdfaa6-0588-4094-a4fb-1a99a66ecb74,0143.jpg,Not Engaged,Bored,21,Male,Laptop,0.61,111
e6b30838-b7c5-45f6-8112-44bb91d2d27a,0144.jpg,Not Engaged,Bored,22,Male,Tablet,0.92,10
41932c85-e52c-417f-a8c9-f474bdb4ab04,0145.jpg,Not Engaged,Bored,25,Female,Mobile,0.85,37
234274e9-9344-4ab2-b528-805b60db2caf,0146.jpg,Not Engaged,Bored,20,Male,Tablet,0.99,52
37ef6bb1-98b2-4cc9-8ffa-1ae8079c28ec,0147.jpg,Not Engaged,Bored,24,Female,Tablet,0.94,98
d6da8c73-f927-4a51-ab8a-107322ee3143,0148.jpg,Not Engaged,Bored,19,Female,Tablet,0.77,73
6fe62ba8-04d7-4416-a5b8-0dc11b4faccb,0149.jpg,Not Engaged,Bored,23,Female,Laptop,0.96,12
31f09b8b-15c6-43fb-87d8-1644b5d94408,0150.jpg,Not Engaged,Bored,24,Male,Tablet,0.4,109
4d378daa-4ff4-436e-8e9a-20c212943eb1,0151.jpg,Not Engaged,Bored,23,Male,Tablet,0.37,32
42f1bb83-1fb9-4fb4-b081-e4518528017e,0152.jpg,Not Engaged,Bored,22,Female,Tablet,0.67,111
edd8a393-fbd4-46c6-8e6c-9594c87221a9,0153.jpg,Not Engaged,Bored,19,Male,Mobile,0.77,36
c5ad6157-ed8d-4a4e-b08f-8a041ec0945b,0154.jpg,Not Engaged,Bored,22,Female,Laptop,0.62,61
89eb8bb5-6f02-4073-a8d6-1cb77c4c9de3,0155.jpg,Not Engaged,Bored,22,Female,Mobile,0.6,41
f634c2bf-5168-445d-9632-eaba8b562239,0156.jpg,Not Engaged,Bored,22,Male,Laptop,0.71,29
7dc55394-36dd-4bc6-b0fb-caf904d8a003,0157.jpg,Not Engaged,Bored,21,Female,Laptop,0.34,102
3c0121d0-1997-4147-9b61-7c72663ed155,0158.jpg,Not Engaged,Bored,18,Female,Laptop,0.34,109
e094ad6d-9314-4724-9463-b3c42e65dbc0,0159.jpg,Not Engaged,Bored,24,Female,Tablet,0.59,83
371f1d3b-e9d1-401b-bede-7cd01a11d8ee,0160.jpg,Not Engaged,Bored,25,Female,Tablet,0.86,61
5749f549-7663-4564-8264-fb9eec32ff3c,0161.jpg,Not Engaged,Bored,24,Female,Mobile,0.46,60
cce1e3ef-9523-4daf-992c-284026254ef5,0162.jpg,Not Engaged,Bored,25,Female,Mobile,0.92,90
ddf75f8a-a383-40cc-804b-27a6f8f34d96,0163.jpg,Not Engaged,Bored,20,Female,Mobile,0.31,19
b14a3654-2147-4441-800b-01873bc81966,0164.jpg,Not Engaged,Bored,22,Female,Mobile,0.41,111
5ca6fdb6-f5b0-4b3e-9047-ff704195b22b,0165.jpg,Not Engaged,Bored,19,Male,Mobile,0.84,20
2a9d31f3-5722-4a44-bbcc-41d6ed425929,0166.jpg,Not Engaged,Bored,25,Male,Laptop,0.4,37
7cfcbfa7-f912-4e67-98fb-bea80b3b03d7,0167.jpg,Not Engaged,Bored,24,Female,Tablet,0.98,108
d878b220-6d76-40fb-bcde-e282a5cae538,0168.jpg,Not Engaged,Bored,21,Male,Laptop,0.34,65
2a1fb344-f392-40cc-ba18-6b4703fd0349,0169.jpg,Not Engaged,Bored,18,Male,Tablet,0.89,24
9eb0189c-4817-4845-8de6-045451823166,0170.jpg,Not Engaged,Bored,24,Male,Mobile,0.35,79
b6854e9c-08ce-429d-8c96-5b5baf7e4af7,0171.jpg,Not Engaged,Bored,20,Female,Mobile,0.93,58
258a4a11-b5ce-42ee-b5ff-7b300d7c18fc,0172.jpg,Not Engaged,Bored,24,Male,Laptop,0.47,105
3a9d04e2-f8ba-4c84-aa23-de0a23f71393,0173.jpg,Not Engaged,Bored,25,Female,Laptop,0.79,37
3c7c9f4b-b5f6-4d7a-9037-a2750e483b51,0174.jpg,Not Engaged,Bored,20,Male,Mobile,0.5,77
7e0fa30c-9126-4888-aad8-19be573038c5,0175.jpg,Not Engaged,Bored,24,Female,Mobile,0.62,60
74303246-c562-4c4b-b5c5-19331345d530,0176.jpg,Not Engaged,Bored,20,Female,Laptop,0.38,50
53d62b2e-724e-4189-852e-9da1776d35a7,0177.jpg,Not Engaged,Bored,24,Female,Mobile,0.58,102
bc6c9361-3791-49d8-ac8d-84b833c6651d,0197.jpg,Not Engaged,Bored,24,Female,Mobile,0.56,118
1e28ec13-7040-441c-bd69-89f84d0bcf19,0198.jpg,Not Engaged,Bored,20,Male,Tablet,0.41,89
d03cf6a7-124a-4412-93de-f0c24aaf28d5,0199.jpg,Not Engaged,Bored,18,Female,Laptop,0.93,82
1e35d09e-b8fa-46cf-8e33-f6d5387edfb7,0200.jpg,Not Engaged,Bored,24,Male,Laptop,0.68,91
1e15ebe5-8a95-484b-9f2a-12e578f893a8,0201.jpg,Not Engaged,Bored,25,Female,Mobile,0.87,42
692d1794-a8e3-4738-8f19-204257d672e1,0202.jpg,Not Engaged,Bored,25,Male,Mobile,0.82,21
f9065ae2-8269-4857-9c2c-1175ddd2c87a,0203.jpg,Not Engaged,Bored,18,Female,Laptop,0.78,65
6819ec30-d40a-4656-acfd-d4ea9165a60b,0204.jpg,Not Engaged,Bored,22,Female,Tablet,0.86,89
67e0a4c0-8493-456d-aeef-f875bb13ff6b,0205.jpg,Not Engaged,Bored,24,Female,Tablet,0.9,114
20ae4f0a-f378-4f20-a9ce-4d0ad86360c1,0206.jpg,Not Engaged,Bored,24,Female,Mobile,0.45,41
8bfc25e9-3f5d-43d7-9208-f1d1e77a8650,0207.jpg,Not Engaged,Bored,25,Female,Tablet,0.33,48
ee810739-d4dc-468e-b08b-e63437eaab0e,0208.jpg,Not Engaged,Bored,20,Male,Laptop,0.37,54
641b7dbe-82c4-4d01-8bbb-67b0d01f78f3,0209.jpg,Not Engaged,Bored,20,Male,Mobile,0.47,97
a4b48a69-de9b-45ea-82dd-3f2870af2c36,0210.jpg,Not Engaged,Bored,22,Male,Laptop,0.7,53
9266fc64-f2b9-4b34-9cc2-0c3c892f3554,0211.jpg,Not Engaged,Bored,25,Female,Mobile,0.65,67
7d39c125-412f-4bc6-8902-5cadec1613ba,0212.jpg,Not Engaged,Bored,18,Female,Laptop,0.84,80
e760e66c-d259-45a6-a699-dbc70208d538,0213.jpg,Not Engaged,Bored,22,Female,Laptop,0.67,102
0777645a-aada-4915-a607-7ec9edace802,0214.jpg,Not Engaged,Bored,20,Female,Tablet,0.46,116
1da6a194-9f01-4eda-9887-583a5445c7ee,0215.jpg,Not Engaged,Bored,18,Female,Laptop,0.7,72
56409943-a747-4674-a00d-25f1b411c40c,0216.jpg,Not Engaged,Bored,23,Male,Laptop,0.9,74
3ebc9d4a-ecfd-44e6-8450-f3581adc9b6b,0217.jpg,Not Engaged,Bored,23,Female,Mobile,1.0,29
e59c9bf9-9129-49b6-938e-2ab0c7ffa285,0218.jpg,Not Engaged,Bored,20,Female,Laptop,0.94,73
1cd68158-7d30-4743-ab39-de43eeea6229,0219.jpg,Not Engaged,Bored,23,Male,Tablet,0.98,13
fb583450-8374-44ff-951f-8c1ef7da5bac,0220.jpg,Not Engaged,Bored,23,Female,Mobile,0.74,79
bcc3af2e-1749-4a34-9c11-666eae787a8f,0221.jpg,Not Engaged,Bored,20,Female,Mobile,0.48,33
143b0a35-c122-4287-b8bd-c29e7a193a0d,0222.jpg,Not Engaged,Bored,21,Male,Mobile,0.89,23
1b085072-2c2a-4d67-92e4-2e5346c89480,0223.jpg,Not Engaged,Bored,21,Female,Laptop,0.89,45
f77770bf-478f-4216-bd8c-d68a65cf0bf2,0224.jpg,Not Engaged,Bored,19,Female,Tablet,0.64,39
ee54b31e-02dd-4fee-bae9-4afeba5a2e65,0225.jpg,Not Engaged,Bored,25,Male,Tablet,0.73,12
56489966-f70f-46b0-8420-8b5a7210a4ef,0226.jpg,Not Engaged,Bored,21,Male,Tablet,0.52,51
1533a59b-c88f-49d2-86ba-76dfade887dd,0227.jpg,Not Engaged,Bored,21,Male,Laptop,0.56,109
3cf9b56c-2860-4cd5-b498-c7f980eb1137,0228.jpg,Not Engaged,Bored,25,Male,Mobile,0.78,71
c921c0fa-9055-4830-a954-fd10aedb912c,0229.jpg,Not Engaged,Bored,20,Female,Tablet,0.79,21
bfbfcd28-cb70-4950-9c5b-4f43db507f3f,0230.jpg,Not Engaged,Bored,25,Male,Laptop,0.34,47
af7fcacb-4cab-49cc-bae0-fb5260967904,0231.jpg,Not Engaged,Bored,23,Male,Mobile,0.45,92
8d6616f9-1711-4dff-bbf4-7768ae2c8380,0232.jpg,Not Engaged,Bored,22,Female,Mobile,0.34,62
0424658c-6979-4d26-9cef-fb6a53c354cf,0233.jpg,Not Engaged,Bored,19,Male,Laptop,0.8,82
be775109-2938-4a20-bb83-f689a78f4c5b,0234.jpg,Not Engaged,Bored,22,Female,Mobile,0.91,29
159e5d7f-259d-4d54-a380-7e463355814a,0235.jpg,Not Engaged,Bored,22,Male,Mobile,0.7,74
0e73bae9-965d-4320-85ac-01b08f73a70d,0236.jpg,Not Engaged,Bored,20,Male,Laptop,0.43,16
5fd8367e-3e2c-4adf-90b7-cab45f3c5b96,0237.jpg,Not Engaged,Bored,20,Female,Laptop,0.46,44
dc20a753-687e-4328-943a-933529996430,0238.jpg,Not Engaged,Bored,23,Female,Laptop,0.67,108
d144ed4b-5419-41b3-8a5b-0cefec895e9c,0239.jpg,Not Engaged,Bored,19,Female,Laptop,0.71,75
7dc59c04-9dbc-439a-a8e7-d1c27a11752c,0240.jpg,Not Engaged,Bored,24,Female,Mobile,0.31,104
73ee7148-796a-4edc-9396-cda22a10c2f3,0241.jpg,Not Engaged,Bored,24,Male,Laptop,0.48,77
5041595a-e3fe-4659-9671-eb272037fc00,0242.jpg,Not Engaged,Bored,25,Male,Laptop,0.54,115
f6057e2e-cdd2-4c30-ab86-db825dd6684f,0243.jpg,Not Engaged,Bored,22,Female,Laptop,0.6,66
9e9aaab0-e4a5-4ba9-9668-06dbe5ad9a46,0244.jpg,Not Engaged,Bored,22,Female,Mobile,0.57,55
416866b6-bef7-4212-b311-052b70ac05d1,0245.jpg,Not Engaged,Bored,18,Male,Tablet,0.52,108
1719c571-b91b-4aa5-8bca-37fd859ac6a1,0246.jpg,Not Engaged,Bored,19,Male,Laptop,0.42,11
33e08bd7-d7a9-4445-b9ad-160f2782de02,0247.jpg,Not Engaged,Bored,23,Female,Mobile,0.39,74
473a0842-3b6f-4697-9aad-c2574c53a31c,0248.jpg,Not Engaged,Bored,21,Female,Tablet,0.49,50
f9a87e80-b12a-4a59-a0b2-32d1834553a7,0249.jpg,Not Engaged,Bored,18,Male,Mobile,0.69,25
0cf9e2b1-ca84-43cb-907d-794381794cc3,0250.jpg,Not Engaged,Bored,21,Male,Mobile,0.37,55
a136f3a8-ff6b-47c1-b538-7863fd17be77,0251.jpg,Not Engaged,Bored,24,Male,Mobile,0.68,19
3bb4705a-f675-410c-a187-c3fd859e866d,0252.jpg,Not Engaged,Bored,18,Male,Mobile,0.98,13
08c3d37e-c8d0-439e-af66-d3a318d268c5,0253.jpg,Not Engaged,Bored,23,Male,Mobile,0.38,62
da0dc5ae-a7df-4716-a0ac-daced0de590d,0254.jpg,Not Engaged,Bored,25,Male,Laptop,0.88,29
6f5001db-8583-48f8-8d7d-6fd990336be6,0255.jpg,Not Engaged,Bored,24,Female,Mobile,0.46,93
aa42fd3b-e40e-414e-a6a5-f8e959a6022b,0256.jpg,Not Engaged,Bored,21,Female,Mobile,0.72,77
180b2473-72e4-4284-84bc-803d61994c32,0257.jpg,Not Engaged,Bored,21,Female,Laptop,0.95,60
2409b720-b6c6-447e-9349-b6d60b8acdf0,0258.jpg,Not Engaged,Bored,21,Female,Laptop,0.84,47
9c2b7bcc-e8b4-49e6-a6d3-dc7bd8a5159e,0259.jpg,Not Engaged,Bored,20,Male,Tablet,0.43,108
b262ad21-6612-4372-a1dc-243a221ca659,0260.jpg,Not Engaged,Bored,18,Male,Tablet,0.43,80
aae97772-df4f-4b10-a732-aa043d98fe1e,0261.jpg,Not Engaged,Bored,20,Male,Mobile,0.85,78
3dbf1660-3c25-4ea9-a1a4-0c68940ea8f0,0262.jpg,Not Engaged,Bored,24,Male,Laptop,0.47,106
c62bd027-27d0-4adc-afb7-997c5166ad87,0263.jpg,Not Engaged,Bored,20,Female,Tablet,0.32,34
3b5f0a7b-bf9b-4fff-8c7d-40eca4f60a42,0264.jpg,Not Engaged,Bored,19,Female,Laptop,0.95,117
2b746b69-f700-4662-acfd-a4940b364004,0265.jpg,Not Engaged,Bored,23,Male,Laptop,0.75,76
10cc963a-33b8-43cd-aff4-d334082c9ee6,0266.jpg,Not Engaged,Bored,25,Male,Laptop,0.61,36
e8b270a5-d9e7-4385-b390-014e460c599a,0267.jpg,Not Engaged,Bored,19,Male,Tablet,0.99,17
0ab1c8a0-5953-448c-90b8-ed625e267b95,0268.jpg,Not Engaged,Bored,22,Female,Tablet,0.67,118
9b6f977e-1695-4222-b5bf-c515408a8fee,0279.jpg,Not Engaged,Bored,20,Male,Tablet,0.49,82
f339e20c-c9c2-4f7e-a2d4-244f4ecdb34c,0280.jpg,Not Engaged,Bored,20,Male,Tablet,0.69,59
513e840e-3404-42e8-8648-388fbb6630e4,0281.jpg,Not Engaged,Bored,21,Male,Tablet,0.97,66
5eaa51a6-0166-4f0f-a40b-a1dcf352f148,0282.jpg,Not Engaged,Bored,24,Male,Tablet,0.83,45
381f70c1-632d-46b0-9134-9c0505c4b6a8,0283.jpg,Not Engaged,Bored,24,Female,Tablet,0.83,68
3d6fa452-fd80-47c6-b349-3f73e03d2e3a,0284.jpg,Not Engaged,Bored,25,Female,Mobile,0.5,86
1d1d4090-7449-4cc5-b422-62731c74e3f9,0285.jpg,Not Engaged,Bored,20,Male,Laptop,0.52,95
c967daaa-5fed-4e19-b8c6-68c92078ced7,0286.jpg,Not Engaged,Bored,24,Male,Laptop,0.36,62
c3607f26-74f3-467a-961b-5acc7a8ea18c,0287.jpg,Not Engaged,Bored,25,Female,Laptop,0.65,46
af487aaa-e0dd-4182-aec6-05fb06ea133d,0288.jpg,Not Engaged,Bored,25,Male,Tablet,0.92,49
cf1dd7ea-a11b-41ef-8d68-5f62215d62b4,0289.jpg,Not Engaged,Bored,22,Male,Mobile,0.97,90
ae6f4a20-60a4-430c-a6d8-cddde18dbf14,0290.jpg,Not Engaged,Bored,21,Female,Tablet,0.79,92
66a8f5ad-b156-46f6-836e-f84bd70bc8d7,0291.jpg,Not Engaged,Bored,24,Male,Tablet,0.52,87
8180021b-10c5-45f3-bac7-7bc71e0e8028,0292.jpg,Not Engaged,Bored,20,Male,Tablet,0.78,12
e29193ac-8f7c-4ae7-a483-b51c1f5e51f9,0293.jpg,Not Engaged,Bored,21,Female,Laptop,0.65,13
99ceb206-852e-44a9-95c6-6a88150a999e,0294.jpg,Not Engaged,Bored,20,Female,Laptop,0.96,93
4a96adee-ee71-4f10-a3f2-eb0c4ed0c0f6,0295.jpg,Not Engaged,Bored,18,Female,Tablet,0.73,29
a6f067b0-502b-4691-8497-bac94016be65,0296.jpg,Not Engaged,Bored,24,Male,Tablet,0.92,61
8c8c2316-a397-4795-b68c-3e34f6e56b1f,0297.jpg,Not Engaged,Bored,22,Male,Mobile,0.49,112
de9af544-095b-4c1e-ab6e-b5dd59942400,0298.jpg,Not Engaged,Bored,21,Female,Laptop,0.87,106
3f9293c4-ae58-4318-8c1b-11e17350750d,0299.jpg,Not Engaged,Bored,22,Female,Mobile,0.76,97
cc9535fd-0eda-4568-b0b2-95d92f68b882,0300.jpg,Not Engaged,Bored,22,Male,Tablet,0.31,63
4b7fe102-640b-444f-bc53-b74f130fc6d7,0301.jpg,Not Engaged,Bored,18,Male,Mobile,0.74,20
a08a93cb-5e05-4eb0-be77-0ac2ba3a9087,0302.jpg,Not Engaged,Bored,22,Female,Tablet,0.52,28
fddc9da8-4402-4fb9-8f08-3d76aa5c7c42,0303.jpg,Not Engaged,Bored,20,Male,Mobile,0.55,46
68fd8c8c-f907-4886-815a-66dfa1f507c0,0304.jpg,Not Engaged,Bored,18,Female,Mobile,0.87,33
4a953fc2-0def-49f4-8d8a-c07609150242,0305.jpg,Not Engaged,Bored,20,Male,Mobile,0.63,39
670c172c-1c24-490d-85c5-ec14007e6e53,0325.jpg,Not Engaged,Bored,24,Female,Tablet,0.64,34
b6c444b2-df80-46bb-b6d4-f0bee8e4f652,0326.jpg,Not Engaged,Bored,19,Male,Tablet,0.35,42
ac902a96-2cef-4e9c-a563-a183bc9915c5,0327.jpg,Not Engaged,Bored,19,Female,Laptop,0.41,78
1e98e872-8be0-4da7-a183-a650165bfd9b,0328.jpg,Not Engaged,Bored,24,Male,Mobile,0.31,114
5578494f-0e57-43ed-bf61-7de8f9239741,0329.jpg,Not Engaged,Bored,24,Male,Mobile,0.8,95
a4983cf8-3ba7-4402-8d29-d3d5d62dccad,0330.jpg,Not Engaged,Bored,18,Female,Mobile,0.87,76
2e8417a9-3bea-42db-8a32-b53435f97645,0331.jpg,Not Engaged,Bored,18,Male,Mobile,0.56,100
1f9ab2df-5ef3-4083-80fd-03d02ba6f7c6,0332.jpg,Not Engaged,Bored,24,Female,Mobile,0.96,11
2de58632-8c0d-4877-84a4-e728ecfe8704,0333.jpg,Not Engaged,Bored,20,Female,Tablet,0.89,62
139052a0-ca66-48eb-a7ff-55c0206b022f,0334.jpg,Not Engaged,Bored,19,Male,Mobile,0.85,23
fb464a76-f94b-437a-a802-b4a2d8db4d2d,0335.jpg,Not Engaged,Bored,22,Male,Mobile,0.53,49
f0d55cc5-be94-4953-a8f7-482e35f4a321,0336.jpg,Not Engaged,Bored,23,Male,Tablet,0.6,19
c34bb2e1-8880-4d76-9c60-4c035d0b8c48,0337.jpg,Not Engaged,Bored,25,Male,Mobile,0.44,72
17f8c95b-4efa-4a9f-8288-051641d33530,0338.jpg,Not Engaged,Bored,19,Male,Tablet,0.45,52
26d271a2-92e9-49e7-b14f-0fad2fd99a04,0339.jpg,Not Engaged,Bored,24,Male,Mobile,0.77,86
840aee2e-fa1f-40c7-af80-cbd5a3b0fc57,0340.jpg,Not Engaged,Bored,18,Female,Tablet,0.86,50
ff5a9e7d-c2ed-414d-8bd0-9c7aa4e29e91,0341.jpg,Not Engaged,Bored,25,Female,Mobile,0.74,65
bb80b7f6-c1d9-434d-af8f-0ef0851c4aff,0342.jpg,Not Engaged,Bored,18,Male,Tablet,0.98,11
ed132049-6ce4-4f35-8deb-eeecc1b61d66,0343.jpg,Not Engaged,Bored,21,Male,Laptop,0.73,39
445269bb-ce9d-48ba-8324-39bdea951764,0344.jpg,Not Engaged,Bored,25,Male,Tablet,0.3,67
898fd90b-d687-496e-b77f-bb379049fd40,0345.jpg,Not Engaged,Bored,23,Male,Tablet,0.97,107
4bdcc9a1-912d-4d03-b42a-37010729d364,0346.jpg,Not Engaged,Bored,20,Female,Laptop,0.45,38
011c8641-4c3b-4f50-9807-233b01fb6439,0347.jpg,Not Engaged,Bored,25,Female,Mobile,0.84,67
5129202c-2f3a-48ae-8dad-4b9bb086501b,0348.jpg,Not Engaged,Bored,25,Male,Laptop,0.66,65
1bbc4535-03ae-4204-92fb-b127b83dd5a2,0349.jpg,Not Engaged,Bored,25,Female,Tablet,0.66,96
47bf9672-61c5-4c1b-a590-a2975bff97a8,0350.jpg,Not Engaged,Bored,21,Male,Mobile,0.58,69
780b68b7-bc95-4996-a61b-16f7b49d0400,0351.jpg,Not Engaged,Bored,23,Female,Mobile,0.5,40
40634d36-5338-4979-8f43-b2ee415f9a58,0352.jpg,Not Engaged,Bored,18,Female,Mobile,0.92,83
e0c3c398-6f3e-4357-8a61-c27224810c96,0353.jpg,Not Engaged,Bored,20,Male,Tablet,0.7,13
5533debb-479b-4a9a-be90-03a018738dab,0354.jpg,Not Engaged,Bored,22,Male,Mobile,0.91,106
aac54fe6-9f8d-453d-a51f-059b8bbea287,0355.jpg,Not Engaged,Bored,19,Male,Mobile,0.34,64
8abf614e-5b41-4bee-89a9-fbec15f1ec4b,0356.jpg,Not Engaged,Bored,22,Female,Mobile,0.43,120
2f8621e1-ea2e-4438-aed3-0ec76dd38219,0357.jpg,Not Engaged,Bored,22,Female,Laptop,0.3,38
a2b7b8c1-6ca6-4a12-bddc-6d0e507f239b,0358.jpg,Not Engaged,Bored,19,Female,Laptop,0.65,74
5970eb1c-500b-4471-9977-5cef7b7d3efb,0359.jpg,Not Engaged,Bored,22,Male,Tablet,0.66,20
63d92d9e-9bf0-4eb7-a92c-caa0e8a8f677,0360.jpg,Not Engaged,Bored,25,Female,Laptop,0.42,93
d19ec5c3-9472-4122-b3cb-d0c785793b5a,0361.jpg,Not Engaged,Bored,24,Female,Tablet,0.66,75
cd404a82-8553-4156-8b82-39f6c0831776,0362.jpg,Not Engaged,Bored,23,Male,Laptop,0.59,110
328d8fb2-1c47-4015-8843-4f890351b5ad,0363.jpg,Not Engaged,Bored,20,Female,Laptop,0.68,53
a4d539d3-cfeb-40d1-8cec-beb8a8fe0065,0364.jpg,Not Engaged,Bored,22,Male,Laptop,0.78,55
12e6cedd-e8ac-45cd-8df2-39c110b48541,0365.jpg,Not Engaged,Bored,20,Female,Mobile,0.8,82
af91af26-49b5-44e1-8dc7-2db8f0519576,0366.jpg,Not Engaged,Bored,21,Male,Laptop,0.95,99
87f7fa6b-5cbe-4eb3-ae97-a5dfccf590b2,0367.jpg,Not Engaged,Bored,22,Male,Tablet,0.57,26
bb0e6ef8-c3c8-4cd6-9bb0-77cabb2ee4e6,0368.jpg,Not Engaged,Bored,19,Male,Tablet,0.5,120
fafee9ad-1a57-4751-b1eb-16ce984a4350,0369.jpg,Not Engaged,Bored,20,Female,Tablet,0.7,78
4b5a6918-9dc0-47e7-b7b8-ad4e472813d1,0370.jpg,Not Engaged,Bored,25,Female,Laptop,0.66,36
563f1941-8a97-404e-99eb-36b05c172188,0371.jpg,Not Engaged,Bored,25,Female,Mobile,0.61,106
24059baf-0bb0-4a8b-91f2-21df204971db,0372.jpg,Not Engaged,Bored,21,Female,Tablet,0.68,38
b6f3f80e-4df9-4c25-bf07-1a72317cab61,0373.jpg,Not Engaged,Bored,22,Male,Tablet,0.83,83
ecbbd507-6bf1-4b88-a251-af9e81624798,0374.jpg,Not Engaged,Bored,18,Male,Tablet,0.58,37
de725134-c89c-4908-b50d-d92c9da90eef,0375.jpg,Not Engaged,Bored,22,Male,Mobile,0.5,45
a1780af3-7277-4039-91be-8696ec30c8c6,0376.jpg,Not Engaged,Bored,25,Female,Mobile,0.84,96
0430914e-bfe2-4655-9f23-429cdb0b6ca8,0377.jpg,Not Engaged,Bored,25,Female,Tablet,0.67,94
608d2452-8f8d-4e90-911c-3948470b1e99,0378.jpg,Not Engaged,Bored,18,Male,Mobile,0.32,60
4a5fcb39-6935-4bcb-bedf-9902bbedc637,0379.jpg,Not Engaged,Bored,18,Female,Tablet,0.86,66
0331c15e-f968-4662-92cb-97f447cc5282,0380.jpg,Not Engaged,Bored,25,Female,Mobile,0.92,96
0b65a962-638e-40a8-84b6-d84bd2bcc11c,0381.jpg,Not Engaged,Bored,25,Male,Laptop,0.75,37
55516851-864c-46b9-b00d-4aa419d024a5,0382.jpg,Not Engaged,Bored,21,Male,Laptop,0.36,118
4613eda4-637f-486a-8522-8c7cfdbd5c4f,0383.jpg,Not Engaged,Bored,24,Female,Laptop,0.72,73
f183a5f2-dd17-4f31-8314-e5de57687faa,0384.jpg,Not Engaged,Bored,24,Female,Tablet,0.3,77
7295fab5-f7b7-4ffa-ae71-292bacd4cd06,0385.jpg,Not Engaged,Bored,18,Male,Mobile,0.96,74
8800e761-5588-4a6f-a3af-192ea5c70fea,0386.jpg,Not Engaged,Bored,25,Male,Laptop,0.63,106
064b6bb9-1fd6-4ecc-a13f-2d7a16abb478,0387.jpg,Not Engaged,Bored,22,Female,Mobile,0.87,37
0b2f4e07-ed2b-42cb-82ff-eaa06ba6d7bc,0407.jpg,Not Engaged,Bored,19,Female,Laptop,0.96,61
28566fdf-03d0-4314-b1e7-b412ea66ad8a,0408.jpg,Not Engaged,Bored,20,Male,Laptop,0.76,48
ce2d72b8-1b7e-4e5c-9b43-cecabf10a285,0409.jpg,Not Engaged,Bored,23,Female,Mobile,0.37,25
882fb61b-a95b-441b-bb3b-9786f5407d40,0410.jpg,Not Engaged,Bored,25,Male,Tablet,0.91,13
4a72f109-a1d6-4276-bad4-f952362fe170,0411.jpg,Not Engaged,Bored,18,Female,Tablet,0.68,62
e971a198-62ba-47fd-a6bc-01f5a82b146c,0412.jpg,Not Engaged,Bored,21,Female,Tablet,0.93,42
9ca9f3fc-cf44-4e01-b0f3-23162adb0906,0413.jpg,Not Engaged,Bored,23,Male,Mobile,0.93,19
f72f188f-cb88-4276-a4e2-9fa4aefd3a81,0414.jpg,Not Engaged,Bored,24,Male,Laptop,0.73,40
ed3233de-e236-4abb-8d1c-120a811fe4c0,0415.jpg,Not Engaged,Bored,24,Male,Laptop,0.9,42
96cb1b8e-ea30-4d1e-b105-b31a6dfe129e,0416.jpg,Not Engaged,Bored,22,Male,Tablet,0.4,64
e6cbe709-5a75-4260-a526-a98a27c0a2f0,0417.jpg,Not Engaged,Bored,19,Male,Laptop,0.62,43
c2b0b61a-ec1e-4946-a48c-11e55122fc8c,0418.jpg,Not Engaged,Bored,18,Female,Mobile,0.72,11
71578d7a-c3c3-4c1b-9e99-d60009dcb003,0419.jpg,Not Engaged,Bored,22,Male,Mobile,0.58,51
9a9f8b27-0a82-4f6c-9507-1c2631153557,0420.jpg,Not Engaged,Bored,19,Male,Mobile,0.83,24
5c930f27-ffd9-426e-b243-c02ba16010a1,0421.jpg,Not Engaged,Bored,25,Male,Tablet,0.9,31
c091d9c6-c56c-434b-91a2-10dea2c39b13,0422.jpg,Not Engaged,Bored,19,Male,Mobile,0.92,119
5c0bbdcd-71a9-4697-b280-28e3dbcc86a7,0423.jpg,Not Engaged,Bored,19,Male,Mobile,0.93,26
c8405b71-7bf4-4f40-8240-5373c4bf3adb,0424.jpg,Not Engaged,Bored,20,Female,Mobile,0.93,117
